,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки
0,0.6969350170697652,0.5524713414954165,0.36729835384669307,0.4756179908276295,0.5551526604673855,0.5764587534111438,0.28744492755625634,0.2443770327188397,0.5253121322205885,0.4693969265972918,0.8662287967447938,0.7198228629345335,0.604509208845224
1,0.556320076609947,0.6780107866122629,0.3416202695408887,0.2890329099553723,0.4322487973944287,0.4467498341808107,0.30094433247840885,0.24445871649051165,0.5226104807693113,0.5701302571518151,0.0,0.49299650636770065,0.6167002256692329
2,0.535488614416107,0.701749243248095,0.2946613317240085,0.18531481656362986,0.42953638798740834,0.517709322539913,0.29455084692310685,0.2444612385113205,0.5116021410576594,0.6075024530260413,0.0,0.49010152615414987,0.6263167619596302
3,0.4555550500903066,0.24064304492960353,0.41348864208585395,0.4706538628476104,0.6200182469522744,0.6404970471072664,0.28864339708334613,0.24450007107074034,0.5949392534829676,0.6833115726119705,0.09605441916602542,0.4241053473561663,0.752467095769229
4,0.6873887042800565,0.50311734770436,0.37115211435263906,0.49011600880441214,0.5789378312734801,0.6085985525123012,0.28507193639444434,0.244502890861656,0.5322718064327576,0.4830648285930783,0.8998893983023287,0.7179267084339782,0.6202016909472841
5,0.46336832630576763,0.5956626137994272,0.4696882524496934,0.47722921880814645,0.6951579558197736,0.802348013025127,0.19186540959214016,0.24454830691942897,0.34442663105844906,0.7461482738745637,1.0,0.588816496985913,0.6507412624888134
6,0.5260901315985302,0.7124592680524815,0.2734749759081357,0.1385205632585328,0.4283126364826457,0.5497239514642456,0.2916663127710252,0.24462334167561295,0.5066355337850983,0.6243635805604727,0.0,0.48879540459911436,0.6306554324883185
7,0.5566502189935683,0.6776345734312423,0.342364486894377,0.29067666104007234,0.4322917843580252,0.4456252499145008,0.3010456580858595,0.24462341904406038,0.5227849437752345,0.5695379729562904,0.0,0.49304238676050954,0.6165478203227646
8,0.3935734842666849,0.9482888488444443,0.6199325959643948,0.3927548707725775,0.479540648835139,0.477100316781333,0.6697585097120462,0.24465044056149599,0.6979298622913137,0.5005463047264778,0.0,0.49773207829242205,0.3095201248842414
9,0.7616665230151966,0.3932100210073175,0.43798160222699944,0.48461161086483834,0.2850476014372516,0.23358995547310535,0.0632300341212713,0.24471890860474055,0.8377259949989231,0.4714236916679404,0.0,0.4870389078439838,0.3740226404148981
10,0.3698541168255287,0.388945280984486,0.33490014173974175,0.40570901680073373,0.48649941034161737,0.1715260447887459,0.04310641789205457,0.24472477578743423,0.2805850357063332,0.07984805079323073,1.0,0.558294092574757,0.6045692177046835
11,0.5237600147106534,0.5101894756583585,0.2101601806086595,0.40120619607906044,0.4891631314444562,0.9896968835214646,0.16934249232248316,0.24476410818374994,0.6369902693734921,0.5995342472152339,1.0,0.5185969076711936,0.35876899626705083
12,0.41959103268194164,0.36936260719844594,0.3610881992960404,0.6425515182368204,0.4638266786838785,0.7209314322817115,0.4731586569505319,0.24483405803785896,0.9142938571658603,0.6357024686890153,1.0,0.46268634437266454,0.4947126744868614
13,0.5958029038332502,0.7107061089432705,0.6363867879937072,0.13196056995607958,0.33380689444857614,0.4869511590365778,0.17929531668647847,0.2451307740932953,0.6944421429071992,0.6820811014779299,0.8068158712115764,0.4313573047504869,0.8295310161731226
14,0.6142766708265393,0.6365689817008224,0.6090662143734245,0.1364349656108036,0.4449126721760217,0.3851452406730347,0.2095216464115988,0.2451338986813465,0.7056501852957078,0.6399534077500902,0.5835412701756835,0.4244344241698631,0.8220091338726421
15,0.4089779658253897,0.5949493077879264,0.48827127476314036,0.4195774694826577,0.7393364099886324,0.6868686162511546,0.21654475955281902,0.24520463729285402,0.38733178616148956,0.6902148075806604,0.6621601636197678,0.5978042437584855,0.565270016207922
16,0.560585898097676,0.5381569596614826,0.5518110531170316,0.7054877508628279,0.23905681962799608,0.45117036365367813,0.2926142477189732,0.24525370416225045,0.18486478606364998,0.4718994668439249,0.0,0.4128300038576092,0.9647877027314788
17,0.656184018989535,0.4683904827361953,0.5470900732250673,0.1465850371468163,0.6969537697949277,0.1542006765533086,0.2780894335846361,0.2453786721386848,0.7310753914689514,0.5443876290435619,0.07704757860946454,0.4087300165691592,0.8049459035892996
18,0.45947079745546926,0.6681968012495387,0.7637198545184221,0.45578418901610757,0.6708094894749612,0.6926729825870657,0.1796935327803494,0.24549554214342795,0.481225040424495,0.3681889698652371,0.03719458650257066,0.20092799053639832,0.7407328226741348
19,0.3023738116767626,0.5935512404956045,0.5246936731027276,0.3065810503055934,0.8259254065804851,0.4605310206559896,0.2649158533322997,0.2458739653349713,0.47142513888021953,0.5805861930578088,0.0,0.6154200700543564,0.39774787012671453
20,0.5100393955977671,0.5143770576801652,0.6774921020131558,0.37029031942099494,0.3006026681115719,0.2901004267409417,0.40878288621002073,0.24587847138676633,0.7006930513990415,0.4239308864650372,0.0628576158448627,0.9539282698829863,0.6467561066627445
21,0.5535200297877261,0.6574684813154983,0.4504029963626331,0.5684182302658338,0.8142392424812952,0.35842211761333487,0.5759553803835841,0.2459051613443779,0.22955428854852367,0.47172369736671493,1.0,0.8198428990551718,0.4441042581959963
22,0.5069268520065737,0.5322957236705514,0.6924758623548354,0.3784416912643562,0.31771131597579294,0.2775063375548956,0.41292970074416074,0.24600623363841478,0.6990776124813918,0.42775453882096426,0.13060899926858302,0.9104415190475976,0.6487737176442443
23,0.5814389765139167,0.5730274022298403,0.5233423579293949,0.7332321485507798,0.18008060688297212,0.4572265664071453,0.3406883981095324,0.2460478901244081,0.17797304847962958,0.45051317382191425,0.0,0.4577502578663949,0.955362227274261
24,0.4575509142489984,0.6139850237848856,0.41229187704781356,0.4734710953081022,0.4082117414606461,0.4983460875131849,0.4162818226718575,0.246058979951429,0.2391803192076971,0.49176137972775114,0.06292419754639467,0.7867321734847011,0.7376422774867863
25,0.3111288293967899,0.6129909064610413,0.447523392212193,0.7829117789119169,0.779905267374299,0.5684371712663194,0.5461514828043124,0.24610872494787772,0.1631489116122684,0.133708949468793,0.7618063468936912,0.7102986559739093,0.4477190265238372
26,0.5004469996384748,0.5961468785415782,0.4955140034098228,0.5911181071454381,0.5659764254800417,0.799282421667517,0.1811655003667698,0.24665526790296077,0.34617609980647124,0.7406694625102974,1.0,0.49514403899494086,0.628641434816571
27,0.6503596060883906,0.6071320823496,0.524702286834778,0.8514143284299645,0.7096111902994027,0.14175971431774936,0.4849251233738552,0.24675401937903918,0.38223723856752845,0.6084604872232241,1.0,0.38973796834061175,0.4930431745422541
28,0.5753263907603172,0.5614510226265192,0.5098570944579311,0.7493712029799564,0.690744631901022,0.23162028993835992,0.4723192453621534,0.24677804534198855,0.38285245816346913,0.5882749410374137,1.0,0.39737238909140665,0.5212011753866033
